"Bacteria","correlation"
"massilia",0.188137466228472
"candidatus.saccharimonas",0.526252281247252
"micrococcus",0.475085035509435
"campylobacter",0.767425327398426
"peptoniphilus",0.502716335859535
"marinifilum",0.400547715145764
"rhodopirellula",0.39792171664988
"algisphaera",0.603532911404124
"aeromonas",0.047933451621945
"cloacibacterium",0.274392845342637
"granulicatella",0.583268717709718
"ruminococcus",-0.623292997170662
"acinetobacter",0.162903275763598
"selenomonas",0.404236884939622
"pseudomonas",-0.837791265706724
"thalassobius",0.658161608050002
"enterococcus",0.206133945329641
"shewanella",-0.000473645632496733
"prevotella",-0.1093469507353
"capnocytophaga",0.667252411756349
"mycobacterium",0.659989220905792
"methylobacterium",-0.777144655532836
"coxiella",-0.623564905365942
"hydrogenispora",-0.618351585010588
"stenotrophomonas",-0.55932288954337
"synechococcus",0.475714547300265
"leuconostoc",0.530058058143315
"psychrilyobacter",0.620160092475524
"solirubrobacter",0.610902339800491
"streptococcus",-0.389277397267278
"gemmatimonas",-0.50239109183667
"desulfovibrio",0.450342596824678
"sphingomonas",-0.588406054325651
"bacillus",0.280384034181562
"janibacter",0.592197681292211
"vibrio",-0.6932774325767
"macrococcus",-0.790257638457371
"fervidobacterium",0.582039271957109
"propionigenium",0.359778516315192
"spongiimonas",0.608629243514425
"arthrobacter",0.52505494670251
"rubripirellula",0.134542826034061
"colwellia",0.43750837440807
"lactococcus",0.341674060763026
"salinivibrio",0.218632806448841
"tropicibacter",0.449446385347304
"dietzia",0.556645304181161
"staphylococcus",-0.505710981472036
"microbacterium",0.289460778975944
"microvirga",0.357729250330748
"porphyromonas",0.506991499018972
"effusibacillus",0.685302459639822
"aquimarina",-0.252165529607267
"variovorax",-0.624864606675102
"pantoea",-0.534480045277473
"mycoplasma",0.0503588440083799
"bradyrhizobium",-0.236831275604988
"burkholderia",0.63450689615365
"planktotalea",0.0449716916264763
"roseobacter",0.431599853781181
"fusobacterium",0.421829099813333
"peptococcus",-0.422121333169548
"mesorhizobium",0.36576214437085
"spongiispira",0.651047992887337
"candidatus.anammoximicrobium",0.0316657126321317
"paracoccus",0.34231471818791
"rhodococcus",-0.511917715434269
"acidovorax",-0.0366500454342991
"loktanella",-0.155163403165245
"tenacibaculum",-0.095998190552215
"shigella",-0.271400978089699
"pseudobutyrivibrio",-0.626512753900734
"roseovarius",0.490280716818753
"lautropia",0.656081102542082
"janthinobacterium",0.388355896615468
"atopostipes",0.671511467792905
"candidatus.metachlamydia",-0.476540381437413
"leptotrichia",0.671813012818893
"enhydrobacter",0.328419879827914
"nocardioides",0.728174606506231
"veillonella",0.30386764967961
"ruegeria",0.311968218733287
"peptoclostridium",-0.201933901093486
"suttonella",0.259794255268987
"lachnoclostridium",0.157920172691824
"holophaga",-0.363886213215743
"bifidobacterium",0.194869376856928
"jannaschia",0.392392319094943
"rothia",0.372161246283606
"dialister",0.456892947213162
"saccharofermentans",0.554004881792614
"paenibacillus",-0.24110788242615
"pseudofulvibacter",-0.0219134470933644
"vagococcus",0.179967863707174
"ilyobacter",0.499266797135827
"aliivibrio",-0.558612525834672
"arcobacter",0.583236651302308
"flavobacterium",0.495356561684553
"rubritalea",0.626188483537152
"marinobacterium",0.210150027573595
"noviherbaspirillum",0.38775881322203
"rhodovulum",-0.457903660617141
"bdellovibrio",0.452224742535822
"kallipyga",0.449468240729694
"hydrotalea",-0.575891849911708
"finegoldia",0.677286033426181
"clostridium",0.295230891652215
"blautia",-0.254125015798878
"moritella",0.0880758437247186
"abiotrophia",-0.28528660956995
"haemophilus",-0.145665732455471
"psychrobacter",0.281949967620837
"iamia",-0.269050144356047
"cardiobacterium",0.599481828168417
"deinococcus",-0.559431901136379
"bacteroides",0.253032110553167
"polaribacter",0.502016925942774
"endozoicomonas",0.551165091559023
"aggregatibacter",0.795217695644226
"methylophaga",0.400806206712618
"exiguobacterium",0.086754225985371
"prochlorococcus",0.641976650403081
"sediminibacterium",-0.351620575856637
"saccharicrinis",0.441638414639624
"others",0.289218360716369
"X192",-0.221089725149975
