"Bacteria","correlation"
"lewinella",0.774883418330147
"anaerococcus",0.407029717258176
"oxalicibacterium",0.6913515817966
"massilia",-0.153662681856537
"candidatus.saccharimonas",0.547285488318143
"micrococcus",-0.407315229134485
"campylobacter",-0.0849201431598302
"peptoniphilus",-0.231743424692952
"marinifilum",0.866214590920323
"rhodopirellula",-0.320928394152945
"algisphaera",-0.0581929455449293
"aeromonas",-0.259565347294508
"cloacibacterium",-0.3080851782332
"granulicatella",0.0756871014576414
"ruminococcus",-0.030141933328783
"acinetobacter",-0.214819226519152
"selenomonas",0.717826696187528
"pseudomonas",-0.285762565575062
"thalassobius",0.500212379887273
"enterococcus",0.509049622535532
"shewanella",-0.692493404694229
"prevotella",-0.189240988681862
"capnocytophaga",-0.328551281961539
"mycobacterium",-0.0673398296192661
"methylobacterium",-0.460853496693378
"lutimonas",0.61043840763164
"coxiella",0.284363738441304
"hydrogenispora",-0.396361653224071
"stenotrophomonas",-0.12582559587644
"synechococcus",0.546598754771698
"leuconostoc",0.778439677887634
"psychrilyobacter",-0.124018694449636
"solirubrobacter",-0.114499208411916
"streptococcus",-0.00311346394652449
"gemmatimonas",-0.109312429897223
"desulfovibrio",0.581134009546733
"sphingomonas",0.571879754264679
"bacillus",-0.066021052833805
"janibacter",-0.429045698357201
"caminibacter",0.679522200492813
"vibrio",0.785497071605424
"macrococcus",-0.343726765313467
"propionigenium",0.657434762212298
"spongiimonas",0.74243034112691
"arthrobacter",-0.533650505252737
"lentisphaera",0.633092382450769
"rubripirellula",-0.46352567423898
"colwellia",0.844530494174606
"lactococcus",0.529550937065417
"salinivibrio",0.17442627118041
"tropicibacter",0.760700739879819
"dietzia",0.0303725630139642
"staphylococcus",-0.371570228962962
"microbacterium",-0.0662134324667708
"microvirga",-0.131507879190815
"porphyromonas",0.185893326153564
"effusibacillus",-0.341955818898793
"aquimarina",0.401790097531793
"variovorax",0.15311073793877
"pantoea",-0.00553935249262926
"mycoplasma",0.375181948497524
"bradyrhizobium",-0.169192681181972
"burkholderia",0.59060987995308
"cohaesibacter",0.857569573786705
"planktotalea",0.508004050013057
"roseobacter",0.666148978922317
"fusobacterium",-0.579262791664108
"peptococcus",-0.571104312430227
"mesorhizobium",0.768077203947319
"spongiispira",0.490676379385359
"candidatus.anammoximicrobium",0.550344416967071
"paracoccus",-0.0786614956082103
"acidovorax",0.301611851610223
"loktanella",0.181293670874406
"tenacibaculum",0.54173780951908
"shigella",0.413013217022316
"roseovarius",0.729413971549591
"lautropia",-0.113582701205133
"janthinobacterium",-0.462193336801562
"atopostipes",-0.375087580784703
"candidatus.metachlamydia",-0.271913493299421
"leptotrichia",0.0921872541455244
"enhydrobacter",0.18579647736115
"nocardioides",-0.336009629169213
"veillonella",0.243161506699172
"ruegeria",0.849452404546158
"peptoclostridium",-0.311357644930944
"suttonella",0.778125368325389
"lachnoclostridium",-0.308823008054328
"holophaga",0.631505571194676
"bifidobacterium",-0.360415925521557
"jannaschia",0.709871680510862
"rothia",-0.087707421936999
"dialister",-0.339266548374848
"saccharofermentans",0.49868949921132
"paenibacillus",0.628933821336562
"pseudofulvibacter",0.653238794346152
"vagococcus",-0.589909442514725
"ilyobacter",0.347946676278392
"aliivibrio",-0.623308561831053
"arcobacter",0.699742868455753
"flavobacterium",-0.0314327184174922
"rubritalea",0.338852953238421
"marinobacterium",-0.428853691536446
"noviherbaspirillum",-0.277132763388601
"rhodovulum",0.631292305080539
"bdellovibrio",-0.34777631900919
"kallipyga",0.751506625688313
"hydrotalea",-0.212598008423396
"finegoldia",-0.521903003986027
"clostridium",-0.23710029347612
"blautia",-0.0115928519592854
"candidatus.babela",0.463897520874504
"moritella",-0.619925403543802
"abiotrophia",0.264283855510954
"haemophilus",-0.451103047577752
"psychrobacter",-0.550060099011636
"iamia",0.392856184282661
"cardiobacterium",0.0308162022915531
"deinococcus",0.223448964986025
"bacteroides",-0.188920381882053
"polaribacter",0.382870696872671
"endozoicomonas",-0.251916882269354
"aggregatibacter",-0.083739806198155
"methylophaga",0.770607522288234
"exiguobacterium",0.700576037512793
"prochlorococcus",0.472577283172224
"sediminibacterium",0.545505760119736
"saccharicrinis",0.67607173152901
"others",0.911253293146933
"X192",-0.905439564869208
